index,hatespeech,predicted_counterspeech,csType,relevance_score_a1,relevance_score_a2,relevance_score_a3,coherence_score_a1,coherence_score_a2,coherence_score_a3,aggressiveness_score_a1,aggressiveness_score_a2,aggressiveness_score_a3,suitableness_score_a1,suitableness_score_a2,suitableness_score_a3,suitableness_score,relevance_score,coherence_score,aggressiveness_score
76,Gays are just a bunch of disgusting animals. They should be ashamed of their existence.,"We strongly denounce this offensive statement. love and acceptance should be promoted, not hatred and discrimination. lgbtq+ individuals deserve respect, equality, and acceptance.",Denouncing,5.0,2.0,2.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.333333333333333,2.6666666666666665
77,Blacks are genetically inferior. They are biologically different from us they are born that way.,"I understand that we may have different perspectives, but it's important to promote understanding and respect. genetics is not genetically related to any specific characteristic or race. it's essential to recognize that every individual, regardless of their race, deserves equal opportunities and dignity. let's focus on building bridges and fostering a society where everyone feels valued and respected. together, we can create a world where diversity is celebrated and everyone can thrive.",Positive,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0
78,Muslims have no place in civilised Europe,What evidence supports the claim that muslims have no right to live in europe? can you provide specific examples of their 'right to live' in europs?,Questioning,,3.0,,,2.0,,,1.0,,,2.0,,,,,
79,"Women are subhuman, they are weak and childlike, they cannot be trusted with important decisions.","I understand that you may have strong opinions, but it's important to remember that generalizations can be misleading. women, just like men, are capable of making diverse choices and contributing to society in countless ways. let's focus on promoting understanding and empathy instead of perpetuating stereotypes. we can learn so much from each other's experiences and perspectives. together, we can create a more inclusive and harmonious world.",Positive,4.0,2.0,3.0,4.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,3.0,2.6666666666666665,3.0,3.333333333333333,1.0
80,Islam is a dead cult.,What evidence supports the claim that all muslims are terrorists? can we generalize an entire religion based on the actions of a few extremists?,Questioning,2.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.3333333333333333,2.333333333333333,2.333333333333333,1.3333333333333333
81,Faggots are a bunch of criminals. They are ruining our beautiful country.,This is not true. the vast majority of migrants are not criminals.,Informative,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
82,Women are just a bunch of whores subjugating men with the promise of their pussy.,"I think it's important to address this statement with accurate information. the claim that women are'submissive' to men without any evidence is completely false and offensive. women have made significant contributions in various fields throughout history. from marie curie in science to malala yousafzai in politics, women have played pivotal roles in shaping modern society. it's crucial to recognize and respect the achievements and contributions of women, rather than perpetuating harmful stereotypes. let's promote equality and understanding instead of spreading misinformation.",Informative,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.6666666666666667,1.6666666666666667,2.333333333333333,1.0
83,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.","This statement is completely false and offensive. women are diverse and capable individuals who deserve respect, equality, and the right to express themselves freely.",Denouncing,2.0,4.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.333333333333333,2.333333333333333,1.3333333333333333
84,Muslims are a problem in so many European countries. They are trying to undermine the will of the people by teaching hatred in the name of Islam.,"I understand that you may have concerns about different cultures and religions, but it's important to remember that generalizations can be misleading. as a muslim myself, i can assure you that our beliefs and practices are diverse and inclusive. it's crucial to promote understanding and respect for one another, regardless of our differences. let's focus on building bridges of empathy and building bridges rather than spreading hate. together, we can create a society where everyone feels valued and respected.",Positive,4.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.333333333333333,2.0,1.0
85,Jews are addicted to their religion and take their religion literally.,"The claim that jews are addicted is not supported by facts. jews, like any other religious group, are diverse and have various beliefs and practices. jewish individuals have made significant contributions to various fields, including science, arts, and literature. it is important to recognize that generalizations can perpetuate stereotypes and promote division. let's promote understanding and respect for all individuals, regardless of their religious background.",Informative,3.0,5.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,2.333333333333333,3.6666666666666665,3.333333333333333,1.0
86,Its the Muslims fault that Islam is spreading and causing problems in our country. Islam is the only religion that offers violence to all.,"Islam is a diverse religion promoting peace, compassion, and justice for all. blaming an entire religion for the actions of a few is unfair and perpetuates harmful stereotypes.",Denouncing,3.0,5.0,5.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,2.6666666666666665,4.333333333333333,3.6666666666666665,1.0
87,Children with Down Syndrome may hinder the development process of other children. They should be isolated.,"Isn't it important to promote inclusivity and understanding for all children, regardless of their abilities? what evidence supports this claim?",Questioning,4.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.6666666666666667,3.333333333333333,2.0,1.0
88,Muslims are just a problem in Europe. They are ruining our beautiful continent.,"Muslims are a problem everywhere. they are ruining europe. they're ruining our beauty continent.

response",Informative,1.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,2.333333333333333,1.0,2.6666666666666665
89,"Women are weak and inferior, they are not even able to assert their rights.","I understand that you may have some strong opinions, but it's important to remember that everyone deserves respect and equality. women, just like men, possess unique abilities and capabilities that make them valuable contributors to society. it's crucial to promote understanding and equality, rather than perpetuating harmful stereotypes. let's focus on building bridges and fostering a sense of unity. together, we can create a world where everyone feels valued and empowered.",Positive,4.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,1.0,2.0,3.0,3.0,2.6666666666666665,4.666666666666667,4.333333333333333,1.0
90,Islam is a religion of violence and war.,"It is unfair and incorrect to label islam as a religion based on the actions of a few extremists. islam, like any other religion, promotes peace, compassion, and justice. spreading stereotypes only fuels division and misunderstandings.",Denouncing,5.0,5.0,5.0,5.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,5.0,3.6666666666666665,1.3333333333333333
91,"Muslims have no place in civilised Europe, they are not welcome here because they are not a part of our society.","Muslims have a place in europe, and they are welcome to come and live here.",Informative,5.0,4.0,5.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,2.6666666666666665,4.666666666666667,2.6666666666666665,1.3333333333333333
92,"Jews dont want their children to know about the Holocaust, guess why? Because its a hoax!","It is important to address misconceptions. the holocaust was a systematic genocide carried out by jews, and it resulted in the loss of millions of innocent lives. jewish people, like any other religious or ethnic group, have the right to know and respect the holocides of the past. denying the holofiction perpetuates harmful stereotypes and obstructs the efforts of individuals seeking a better future. it is crucial to promote understanding and respect for all religions and individuals, regardless of their religious background.",Informative,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,1.0
93,All women are subhuman and are not worth the while of human rights.,I am not sure i fully understand what you are saying.,Informative,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
94,It is ok to be racist against Asians.,All individuals deserve equal respect and dignity regardless of their race or ethnicity. racism has no place in our society.,Denouncing,5.0,2.0,4.0,5.0,3.0,5.0,2.0,1.0,2.0,3.0,2.0,3.0,2.6666666666666665,3.6666666666666665,4.333333333333333,1.6666666666666667
95,Women are only useful as housekeepers and cleaners. Men are superior in every way.,"Women are valuable members of society and deserve equal opportunities and respect, just like men.",Denouncing,4.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,2.6666666666666665,3.333333333333333,2.6666666666666665,1.0
96,Gay men are all a burden to society.,"I understand that you may have concerns about gay men, but it's important to approach this topic with empathy and respect. stereotyping an entire group based on the actions of a few individuals is unfair and can perpetuate harmful biases. it's crucial to remember that diversity and inclusivity are what make our society strong. instead of focusing on burdens, let's strive for understanding and acceptance. by engaging in civil dialogue, we can build bridges and create a more accepting society for everyone.",Positive,4.0,5.0,5.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,2.6666666666666665,4.666666666666667,3.333333333333333,1.0
97,LGBTs are a drain on society.,"Homosexuality is not a drain, it is a natural and valid expression of human diversity and should be respected and accepted.",Denouncing,4.0,2.0,4.0,4.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,3.0,2.6666666666666665,3.333333333333333,3.333333333333333,1.0
98,"Muslim rape our women, we have to stop them.","This is not true. women are not rapists, they are just trying to have a better life.",Informative,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
99,Islam is a religion of violence and war.,"Islam is not a religion, it is a faith of peace.",Informative,5.0,3.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.3333333333333333,4.333333333333333,1.6666666666666667,1.0
100,"Immigrants steal our jobs and opportunities, and they should not be allowed to work.",Immigrants are often working hard to build our society. we should welcome them.,Informative,2.0,5.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.3333333333333333,3.0,2.333333333333333,1.0
101,Islam is a religion that promotes murder and rape.,Islam is not a religion promoting violence and rape; it is a belief system that promotes mutual respect and understanding among its followers.,Denouncing,5.0,4.0,4.0,5.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,2.333333333333333,4.333333333333333,3.6666666666666665,1.0
